"Prc","Bed","floor","TotFloor","Bath","Sqft","City","Comp","Dist"
696,4,1,3,1,664,"Riverport","Leaseflow",14.1
1250,2,3,5,1,1771,"Terranova","Rentopia",6.4
1810,3,2,9,2,1061,"Terranova","Rentopia",3.6
2660,1,1,5,1,1123,"Blossomville","Leaseflow",3.4
2460,1,2,5,1,1175,"Riverport","Leaseflow",6.8
2060,4,8,8,1,1310,"Terranova","Rentopia",1.6
2330,3,3,4,1,928,"Riverport","Rentopia",1.8
2320,4,2,2,1,771,"Riverport","Rentopia",4.6
1640,2,1,2,1,1540,"Riverport","Rentopia",4.1
2000,2,3,3,4,1749,"Terranova","Leaseflow",1.5
2200,1,1,1,1,1867,"Blossomville","Rentopia",3.2
2820,4,2,3,2,1666,"Riverport","Leaseflow",4.2
2770,2,4,10,1,1572,"Riverport","Rentopia",3.5
2400,1,3,5,1,1208,"Blossomville","Leaseflow",5
2930,1,1,3,2,1553,"Terranova","Rentopia",2.8
2100,2,1,4,1,728,"Blossomville","Rentopia",3
2020,4,2,3,3,634,"Riverport","Leaseflow",2.3
2470,4,2,4,4,1982,"Blossomville","Rentopia",5
3160,1,1,2,1,663,"Riverport","Rentopia",2.1
1940,1,2,5,1,1789,"Terranova","Rentopia",1.3
2320,3,1,3,1,651,"Riverport","Leaseflow",1.4
700,2,2,4,1,689,"Riverport","Rentopia",9.3
1670,1,9,9,2,562,"Terranova","Leaseflow",7.1
1170,3,7,8,1,1079,"Terranova","Rentopia",2.6
6550,1,3,6,4,728,"Terranova","Leaseflow",2.9
2560,3,2,3,4,1240,"Blossomville","Rentopia",3.5
2510,1,1,1,2,743,"Terranova","Rentopia",5.3
3800,4,3,8,3,2648,"Riverport","Rentopia",3.5
2140,4,2,3,1,1643,"Riverport","Rentopia",1.7
2970,1,1,1,3,1628,"Riverport","Leaseflow",4
997,3,1,3,1,1492,"Terranova","Leaseflow",4.7
969,3,2,2,1,620,"Terranova","Leaseflow",3.1
2110,2,1,1,1,780,"Blossomville","Rentopia",5.5
1900,4,1,4,1,2445,"Terranova","Rentopia",4.2
1540,2,1,2,1,854,"Blossomville","Rentopia",8.3
885,1,1,1,3,1441,"Blossomville","Rentopia",2.6
3290,2,5,5,1,1452,"Riverport","Leaseflow",1.5
2360,3,2,4,2,1379,"Riverport","Leaseflow",0.8
3670,1,1,2,1,2210,"Riverport","Rentopia",1.2
1560,3,1,1,1,666,"Blossomville","Rentopia",3.1
1880,2,3,4,2,1129,"Blossomville","Rentopia",3.8
574,4,7,8,4,633,"Terranova","Rentopia",9.9
2710,4,2,5,3,1798,"Blossomville","Rentopia",1
2280,4,3,4,1,1735,"Blossomville","Rentopia",0.5
3140,1,1,2,1,631,"Riverport","Leaseflow",1.9
2070,1,1,2,1,768,"Riverport","Rentopia",3
5550,1,2,2,2,2007,"Blossomville","Rentopia",3.4
4440,1,1,4,1,2805,"Terranova","Rentopia",1.5
1470,1,4,8,1,2342,"Blossomville","Rentopia",1.6
1690,4,2,4,1,2668,"Terranova","Leaseflow",3.1
1160,4,1,4,1,729,"Blossomville","Rentopia",4.1
1350,3,3,4,1,1664,"Blossomville","Rentopia",2.4
1470,3,2,3,1,938,"Blossomville","Rentopia",2.2
1600,1,1,9,2,1015,"Blossomville","Rentopia",8.1
3760,1,4,4,1,1639,"Riverport","Rentopia",1.6
588,4,1,1,1,637,"Blossomville","Rentopia",9.5
1490,4,2,4,1,663,"Blossomville","Leaseflow",3.5
1850,1,1,2,1,2486,"Terranova","Rentopia",4.5
1870,1,1,6,1,599,"Terranova","Leaseflow",1.4
6050,1,3,6,3,1795,"Blossomville","Rentopia",3.6
1860,1,2,4,4,1507,"Riverport","Rentopia",5
2290,4,2,2,1,1231,"Riverport","Leaseflow",0.2
2840,1,1,4,1,2270,"Riverport","Leaseflow",4.5
1220,3,2,4,1,2059,"Blossomville","Leaseflow",6.1
1770,3,2,2,2,617,"Riverport","Leaseflow",11.1
1030,1,3,4,1,594,"Terranova","Rentopia",3.2
1270,1,2,4,1,1118,"Terranova","Rentopia",5.9
1320,2,1,2,1,645,"Blossomville","Rentopia",5.1
2140,3,10,10,1,1489,"Blossomville","Rentopia",2.1
2590,3,5,5,2,1219,"Blossomville","Rentopia",4
1050,2,2,3,1,1214,"Riverport","Rentopia",8.4
1740,3,2,2,1,1086,"Riverport","Leaseflow",7.7
3440,2,2,2,1,861,"Riverport","Rentopia",2.1
2530,2,6,6,3,1319,"Riverport","Leaseflow",0.8
2250,4,1,2,1,1236,"Riverport","Leaseflow",2.1
3830,2,1,7,4,1721,"Blossomville","Rentopia",11.8
1440,4,1,4,3,1587,"Blossomville","Rentopia",6
2290,1,1,4,1,1947,"Blossomville","Rentopia",0.7
1850,4,5,5,1,1905,"Riverport","Rentopia",2
2350,4,3,4,1,1554,"Riverport","Rentopia",3.3
3840,1,6,6,2,1930,"Blossomville","Rentopia",6.7
3500,1,2,4,1,2157,"Riverport","Leaseflow",0.5
1390,2,1,2,1,1451,"Terranova","Rentopia",4.4
1970,2,1,2,2,1192,"Blossomville","Rentopia",3.6
1920,2,3,4,1,734,"Terranova","Rentopia",0.8
1660,3,4,6,1,1259,"Blossomville","Rentopia",4.9
1390,1,2,3,1,625,"Riverport","Rentopia",9.8
2770,3,1,3,1,1504,"Riverport","Rentopia",1.8
1860,4,3,3,4,720,"Riverport","Rentopia",4.4
1640,2,9,9,1,1120,"Terranova","Rentopia",0.7
2290,2,1,2,1,2403,"Blossomville","Rentopia",3.2
2990,2,4,4,1,653,"Blossomville","Rentopia",2.6
2280,4,1,2,1,1784,"Riverport","Rentopia",5
1290,1,1,1,1,636,"Terranova","Rentopia",4.4
4650,1,2,3,2,648,"Riverport","Rentopia",5.1
2770,1,1,3,1,2032,"Blossomville","Leaseflow",2.3
1350,3,1,2,1,638,"Blossomville","Rentopia",2.9
1660,4,1,2,2,649,"Terranova","Rentopia",1.5
2150,4,2,4,1,1212,"Blossomville","Rentopia",1.9
1500,2,1,2,2,1127,"Terranova","Leaseflow",6.6
2260,1,1,4,2,1462,"Riverport","Rentopia",11.3
1600,4,2,3,1,1496,"Riverport","Rentopia",2.8
2590,1,1,2,1,926,"Terranova","Rentopia",3.6
1420,3,2,2,1,905,"Riverport","Rentopia",5.6
2240,1,2,3,1,1400,"Blossomville","Rentopia",2.1
2160,1,2,3,1,1056,"Blossomville","Leaseflow",6
3090,1,2,4,1,1528,"Riverport","Rentopia",1.2
1840,1,1,8,1,1442,"Blossomville","Rentopia",5.9
2800,1,1,1,1,1144,"Riverport","Leaseflow",5.9
599,1,1,1,1,1098,"Terranova","Rentopia",13.8
2270,3,4,5,3,1716,"Riverport","Leaseflow",1.3
3400,1,2,3,1,1009,"Blossomville","Leaseflow",3.7
889,1,2,4,1,1820,"Blossomville","Rentopia",13.1
1550,4,1,6,1,646,"Riverport","Rentopia",2.8
2140,3,4,5,2,1252,"Riverport","Leaseflow",4
2060,4,1,2,1,1392,"Terranova","Rentopia",2
3440,2,4,4,4,1377,"Blossomville","Rentopia",3.4
1710,1,1,4,1,870,"Riverport","Leaseflow",4.9
957,3,1,5,1,1322,"Terranova","Leaseflow",1.8
2980,2,4,5,3,1384,"Blossomville","Rentopia",1.7
2280,4,3,4,2,906,"Riverport","Rentopia",0.5
1370,4,3,6,1,1540,"Blossomville","Leaseflow",6.1
2550,3,4,4,1,2325,"Terranova","Rentopia",9.4
2050,3,1,1,1,738,"Blossomville","Rentopia",3
939,3,1,1,1,1701,"Terranova","Leaseflow",4.6
1180,3,1,1,1,1188,"Riverport","Rentopia",4.7
623,1,1,1,3,1314,"Blossomville","Rentopia",6.6
750,1,2,3,2,658,"Riverport","Leaseflow",11
678,4,6,8,3,1596,"Terranova","Leaseflow",14.5
1510,4,1,1,1,515,"Riverport","Rentopia",3
1410,4,2,6,1,2476,"Blossomville","Rentopia",3.1
918,3,2,4,1,782,"Terranova","Leaseflow",8.9
1540,2,3,6,1,1391,"Blossomville","Leaseflow",4
2280,3,2,4,1,647,"Riverport","Rentopia",1.1
1480,4,2,2,1,645,"Terranova","Rentopia",2
1670,1,1,3,1,1064,"Riverport","Rentopia",7.5
2270,4,5,5,3,538,"Terranova","Rentopia",0.3
1080,4,1,2,2,615,"Riverport","Rentopia",4.5
1430,4,2,8,1,1799,"Blossomville","Leaseflow",9.3
2200,1,3,3,1,1043,"Terranova","Rentopia",0.5
586,3,4,5,1,2420,"Blossomville","Rentopia",4.8
3350,1,1,2,1,1246,"Riverport","Rentopia",1.1
2200,2,1,5,1,1355,"Riverport","Leaseflow",2.4
2470,3,1,2,1,2367,"Terranova","Rentopia",7.1
2090,4,2,3,1,2072,"Riverport","Leaseflow",0.9
6200,1,2,3,4,996,"Riverport","Leaseflow",8.9
2630,1,1,1,2,2163,"Riverport","Rentopia",5.9
2270,3,3,7,1,937,"Riverport","Rentopia",1.8
1140,3,1,4,1,1114,"Blossomville","Rentopia",2.2
2540,1,2,4,1,1015,"Riverport","Rentopia",5.8
2250,1,4,7,1,1177,"Blossomville","Rentopia",2.5
1460,4,1,2,1,1007,"Riverport","Rentopia",5.8
1820,1,7,8,2,651,"Terranova","Rentopia",1.1
1390,1,1,4,1,612,"Terranova","Rentopia",2.7
1100,3,2,7,1,1598,"Terranova","Rentopia",1.9
1930,4,1,2,1,1517,"Terranova","Rentopia",6.4
1910,4,4,5,1,621,"Riverport","Rentopia",2.8
2110,2,2,4,1,1026,"Blossomville","Rentopia",0.8
1750,3,4,4,1,1175,"Blossomville","Leaseflow",6.1
1980,1,2,4,1,996,"Blossomville","Leaseflow",3.8
2560,3,2,2,1,2008,"Blossomville","Leaseflow",8.7
3100,4,4,6,2,1394,"Blossomville","Rentopia",2.6
1840,4,6,9,2,656,"Riverport","Rentopia",1.9
2980,3,1,2,1,2465,"Blossomville","Leaseflow",1.7
2300,2,4,4,1,1664,"Terranova","Rentopia",3.8
1950,4,7,10,3,1997,"Blossomville","Leaseflow",6
1990,1,5,8,1,1262,"Blossomville","Rentopia",9.6
1010,3,3,5,1,1030,"Terranova","Leaseflow",3.5
3670,1,5,5,2,769,"Terranova","Rentopia",2.8
3100,1,2,7,1,2370,"Riverport","Rentopia",3.4
2030,3,3,4,2,1584,"Riverport","Rentopia",3.1
2170,3,1,4,1,1590,"Terranova","Leaseflow",3.4
2620,1,3,8,1,907,"Riverport","Rentopia",3
3020,1,1,2,1,1115,"Riverport","Rentopia",3.7
1680,1,4,8,1,1838,"Terranova","Rentopia",3.6
1260,2,1,1,1,913,"Terranova","Leaseflow",5.3
2180,1,2,4,2,1566,"Terranova","Leaseflow",2.4
2210,1,4,5,1,2478,"Blossomville","Leaseflow",4.2
4750,2,1,10,4,1799,"Terranova","Leaseflow",1.9
2470,1,1,3,1,1246,"Riverport","Rentopia",4.2
721,2,1,2,1,1280,"Blossomville","Leaseflow",5
6680,1,2,3,4,557,"Riverport","Rentopia",3.4
2330,1,8,10,1,2196,"Terranova","Rentopia",1
1490,1,1,2,1,1315,"Terranova","Leaseflow",2
2780,1,4,6,1,625,"Riverport","Leaseflow",1.1
1850,1,1,4,3,582,"Riverport","Rentopia",5.9
662,1,5,5,2,2022,"Blossomville","Rentopia",12.1
3750,3,7,7,4,2064,"Riverport","Leaseflow",0.4
2410,3,1,1,2,2271,"Riverport","Leaseflow",1.7
901,4,1,2,1,986,"Riverport","Rentopia",4.3
1750,1,1,2,1,924,"Blossomville","Leaseflow",4
3010,1,4,9,3,605,"Terranova","Rentopia",4.1
1940,1,1,5,1,647,"Terranova","Rentopia",0.9
3710,1,1,6,3,1523,"Terranova","Rentopia",2.3
1720,3,1,2,2,1228,"Terranova","Leaseflow",3.1
2950,1,1,2,2,1849,"Terranova","Leaseflow",9.7
4020,1,1,1,3,1796,"Blossomville","Rentopia",0.8
2410,4,2,4,2,2256,"Blossomville","Leaseflow",1.8
2110,3,2,3,4,1517,"Riverport","Rentopia",1.1
3250,1,1,3,3,630,"Terranova","Rentopia",4.4
6260,1,4,4,4,2142,"Terranova","Leaseflow",1
2210,1,2,4,1,1517,"Blossomville","Rentopia",5.4
2200,1,3,3,1,858,"Blossomville","Leaseflow",2.9
2260,2,1,2,1,1883,"Terranova","Rentopia",4.6
2210,1,3,5,1,1496,"Blossomville","Rentopia",3.8
1550,3,3,4,1,1886,"Blossomville","Leaseflow",6
1370,4,1,1,2,678,"Riverport","Rentopia",4.1
2450,2,1,2,1,1772,"Riverport","Rentopia",2
1670,3,1,2,2,849,"Blossomville","Leaseflow",5.4
1270,2,2,3,1,1733,"Terranova","Leaseflow",4
2000,3,1,2,1,2143,"Riverport","Rentopia",2.4
2530,2,2,4,1,1878,"Terranova","Rentopia",1.9
4280,1,1,1,3,1103,"Riverport","Rentopia",2
1830,4,3,4,1,1127,"Terranova","Rentopia",0.8
2140,1,2,4,1,687,"Blossomville","Rentopia",1
3400,1,6,6,1,658,"Blossomville","Leaseflow",3.1
2490,3,2,5,1,1599,"Blossomville","Rentopia",0.2
904,1,3,4,1,659,"Terranova","Rentopia",1.8
2700,1,2,3,2,1329,"Blossomville","Rentopia",3.3
2210,2,1,1,2,1761,"Blossomville","Rentopia",1.7
1880,2,2,5,1,1239,"Blossomville","Rentopia",1.9
812,1,3,4,1,665,"Blossomville","Rentopia",6.1
2130,3,1,2,2,641,"Riverport","Rentopia",6.1
1200,4,2,3,1,666,"Terranova","Rentopia",4
2130,4,1,1,3,2273,"Blossomville","Rentopia",1
2620,2,8,8,1,650,"Riverport","Rentopia",0.8
1460,1,4,4,1,688,"Terranova","Rentopia",1.5
2560,3,1,2,4,643,"Terranova","Rentopia",2.2
1750,3,2,2,1,1310,"Blossomville","Leaseflow",4.1
2240,3,1,4,4,1004,"Riverport","Leaseflow",2.2
2780,1,4,4,1,1292,"Blossomville","Leaseflow",2.8
2290,4,1,1,1,1329,"Blossomville","Rentopia",2
2560,2,2,3,3,1086,"Blossomville","Rentopia",4
1650,2,1,2,3,1344,"Terranova","Leaseflow",4.1
3300,3,3,4,1,1061,"Riverport","Rentopia",0.6
1830,3,1,1,1,1048,"Blossomville","Leaseflow",0.3
2050,1,4,4,1,513,"Terranova","Leaseflow",1.9
598,3,1,3,1,1127,"Riverport","Rentopia",10.1
4970,1,2,3,4,651,"Blossomville","Leaseflow",0.9
1890,4,6,6,1,662,"Terranova","Rentopia",5.8
3150,1,2,7,1,2072,"Blossomville","Leaseflow",2.4
4790,1,1,3,3,2436,"Terranova","Rentopia",2.2
1850,2,1,2,2,838,"Terranova","Leaseflow",3.7
1850,1,2,6,1,1742,"Terranova","Rentopia",4.6
1650,1,1,2,1,1121,"Blossomville","Leaseflow",4.4
2300,1,1,3,1,1768,"Terranova","Rentopia",3.4
1070,3,1,2,2,878,"Riverport","Rentopia",6.1
1510,3,1,1,1,645,"Terranova","Rentopia",0.5
2640,1,1,2,2,1686,"Blossomville","Rentopia",3.4
1520,3,4,5,1,1752,"Blossomville","Leaseflow",1.7
2560,3,4,4,1,656,"Riverport","Rentopia",8.8
2030,2,1,1,2,661,"Riverport","Rentopia",4.4
1520,4,2,6,1,1333,"Riverport","Rentopia",3.9
1700,4,1,2,1,1125,"Terranova","Rentopia",6
2370,2,2,2,2,501,"Riverport","Leaseflow",0.7
2410,4,2,5,4,1613,"Riverport","Rentopia",5.9
2550,1,5,5,1,1624,"Riverport","Leaseflow",2.6
5670,1,1,5,4,1613,"Riverport","Rentopia",1.3
2650,1,2,3,1,529,"Riverport","Rentopia",4.3
4230,1,1,2,4,1271,"Blossomville","Leaseflow",5.1
1970,4,1,2,1,1261,"Riverport","Rentopia",1.6
2020,1,1,6,1,1058,"Terranova","Rentopia",4.5
1470,3,1,2,1,1245,"Blossomville","Rentopia",1.1
2570,1,2,7,1,1495,"Riverport","Rentopia",1.6
1410,3,1,5,1,1121,"Blossomville","Rentopia",2.6
1790,3,2,3,4,778,"Blossomville","Rentopia",3.9
2720,1,3,3,1,1000,"Riverport","Rentopia",1.8
3180,1,1,1,1,2424,"Blossomville","Rentopia",3.2
1810,3,2,3,1,1249,"Blossomville","Leaseflow",2.2
1460,1,3,4,2,1200,"Terranova","Rentopia",6.6
2520,3,1,4,2,2286,"Terranova","Rentopia",13.2
768,4,2,5,1,662,"Terranova","Rentopia",2
749,3,1,1,2,1076,"Riverport","Rentopia",9.3
2420,2,4,5,2,666,"Blossomville","Leaseflow",2.4
1780,3,1,3,1,1302,"Blossomville","Rentopia",1.8
1880,4,3,5,3,653,"Terranova","Leaseflow",2.9
3140,3,6,6,1,1644,"Riverport","Leaseflow",1.5
1540,1,1,2,1,1515,"Terranova","Rentopia",2.8
2850,1,1,6,3,674,"Terranova","Rentopia",9.9
2560,3,1,5,2,1901,"Blossomville","Leaseflow",4
1770,1,2,3,1,1044,"Terranova","Rentopia",6.4
1790,1,1,3,1,1164,"Riverport","Leaseflow",2.9
2270,3,1,5,1,675,"Blossomville","Rentopia",1.1
1720,4,1,2,1,1056,"Blossomville","Rentopia",3
3090,2,2,3,1,2019,"Riverport","Rentopia",3.1
2800,4,5,5,2,1507,"Blossomville","Leaseflow",1.5
1180,4,1,2,1,1417,"Terranova","Rentopia",2.4
3050,1,5,8,2,1676,"Riverport","Rentopia",7
3010,2,1,3,3,1285,"Blossomville","Rentopia",1.9
805,3,1,5,2,1149,"Terranova","Rentopia",9.9
2490,4,6,10,1,1031,"Terranova","Rentopia",5.3
2940,2,3,4,1,600,"Riverport","Leaseflow",0.6
2140,1,2,3,1,678,"Blossomville","Rentopia",1.5
2030,1,1,1,1,1737,"Riverport","Leaseflow",3.5
642,1,1,3,1,1298,"Terranova","Leaseflow",4.3
4450,2,2,3,4,780,"Riverport","Rentopia",1.4
2950,1,1,3,2,1235,"Riverport","Leaseflow",3
1530,3,1,2,1,666,"Terranova","Leaseflow",0.7
2740,1,2,4,1,1305,"Blossomville","Rentopia",8.2
1710,2,2,3,4,1276,"Riverport","Rentopia",13.6
4570,1,4,6,2,656,"Riverport","Rentopia",0.5
553,4,1,2,1,1313,"Blossomville","Rentopia",8
2320,4,2,3,3,1022,"Blossomville","Leaseflow",1.7
1680,3,1,2,1,676,"Blossomville","Rentopia",3.7
6130,1,2,3,4,1252,"Terranova","Leaseflow",1.5
2430,3,2,2,3,909,"Riverport","Rentopia",10.5
2100,1,1,1,1,724,"Terranova","Rentopia",4.1
5290,1,2,3,2,2747,"Blossomville","Rentopia",2.5
1140,3,1,1,1,1541,"Terranova","Leaseflow",3.6
551,3,2,4,3,829,"Riverport","Rentopia",11.9
1970,4,1,3,4,1673,"Terranova","Rentopia",1.7
1560,3,1,2,2,2133,"Riverport","Rentopia",0.4
4040,1,3,5,4,953,"Blossomville","Leaseflow",6.3
1300,1,1,4,1,2036,"Terranova","Rentopia",3.6
1550,1,1,8,1,623,"Blossomville","Leaseflow",2.4
1190,2,1,2,1,1613,"Terranova","Leaseflow",6
2010,3,4,5,2,639,"Terranova","Rentopia",4.1
3300,1,1,1,3,684,"Riverport","Leaseflow",8.4
4120,1,1,1,4,971,"Riverport","Rentopia",1.3
944,2,2,9,1,1230,"Terranova","Rentopia",4.9
3250,3,4,4,4,1680,"Blossomville","Leaseflow",3.5
1880,1,1,2,1,1020,"Terranova","Leaseflow",4.1
1560,1,2,4,1,978,"Riverport","Rentopia",4.4
2180,2,5,5,1,2058,"Blossomville","Rentopia",3.1
1260,4,7,10,1,1508,"Riverport","Rentopia",4.1
2240,1,1,2,2,1238,"Blossomville","Rentopia",4.4
2070,1,1,5,1,652,"Blossomville","Rentopia",1
1150,4,2,4,1,891,"Terranova","Rentopia",4.9
1330,4,4,4,3,1254,"Riverport","Rentopia",4.9
1650,4,1,6,1,646,"Riverport","Rentopia",2.2
2030,4,2,9,1,1154,"Blossomville","Rentopia",1
2700,3,1,4,3,1951,"Riverport","Leaseflow",8.4
1630,3,5,8,1,1214,"Terranova","Rentopia",1.5
2570,1,2,4,1,1056,"Terranova","Leaseflow",2.7
820,3,2,4,1,1480,"Riverport","Rentopia",13.1
2350,1,7,9,1,1301,"Terranova","Rentopia",3.9
1740,3,1,2,1,657,"Blossomville","Leaseflow",0.8
2630,1,1,4,3,1444,"Terranova","Rentopia",0.9
2350,2,4,5,1,657,"Riverport","Rentopia",5.1
1460,3,2,5,1,623,"Blossomville","Leaseflow",4.2
1730,2,1,2,2,1172,"Terranova","Rentopia",3.7
2860,1,3,5,1,1132,"Riverport","Leaseflow",3.8
2680,1,1,3,3,2429,"Terranova","Leaseflow",3.1
1480,1,1,1,1,1257,"Blossomville","Rentopia",6
1790,4,1,2,1,1210,"Blossomville","Rentopia",4.2
1540,1,2,5,4,1162,"Terranova","Rentopia",6.9
3670,2,1,5,4,817,"Riverport","Rentopia",5.2
4620,1,2,2,4,1899,"Terranova","Rentopia",6.7
4440,1,4,9,3,1456,"Terranova","Rentopia",3.5
1760,2,2,3,2,640,"Terranova","Leaseflow",6
2670,2,1,1,1,1638,"Blossomville","Rentopia",5.6
4030,1,3,3,3,1248,"Blossomville","Rentopia",1.5
1600,4,3,4,1,1079,"Blossomville","Rentopia",0.4
2410,1,2,3,1,1175,"Riverport","Rentopia",7.7
1820,3,5,6,1,859,"Riverport","Rentopia",2.3
1070,1,2,2,1,588,"Blossomville","Leaseflow",7.8
3540,1,1,3,4,2916,"Terranova","Rentopia",5.5
1400,4,1,6,2,2012,"Terranova","Leaseflow",1.3
2170,2,1,1,1,1097,"Riverport","Rentopia",6.3
3540,1,1,3,3,2676,"Blossomville","Rentopia",2.2
4220,1,2,4,4,2242,"Terranova","Rentopia",1.9
1980,1,4,4,4,628,"Riverport","Rentopia",3.4
2150,3,3,3,1,659,"Riverport","Leaseflow",4.3
2120,4,2,2,1,505,"Riverport","Rentopia",4.2
2780,1,2,4,1,2071,"Blossomville","Rentopia",6.4
1690,4,1,2,1,655,"Blossomville","Leaseflow",1.4
773,3,1,2,1,857,"Blossomville","Leaseflow",11.1
1550,1,1,2,1,940,"Blossomville","Rentopia",3.1
1370,4,1,3,1,884,"Terranova","Rentopia",2.6
1990,4,2,4,1,1610,"Blossomville","Leaseflow",2.3
3250,1,4,4,2,1028,"Riverport","Rentopia",5.2
2470,1,1,1,1,1873,"Terranova","Leaseflow",2.9
1840,3,3,5,3,1736,"Blossomville","Rentopia",3
2580,2,5,6,2,674,"Riverport","Leaseflow",4.8
1900,1,1,3,1,1041,"Blossomville","Rentopia",3.1
3500,1,7,7,1,1439,"Riverport","Leaseflow",4.1
4570,1,1,4,4,1027,"Blossomville","Leaseflow",4
2270,4,1,1,1,1800,"Riverport","Leaseflow",3.6
2540,1,1,2,1,1102,"Riverport","Rentopia",2.1
3120,1,3,8,1,2169,"Blossomville","Leaseflow",2.5
2760,1,1,4,3,1033,"Riverport","Rentopia",0.4
1780,4,2,3,2,1487,"Blossomville","Rentopia",5.9
1620,4,7,8,1,1634,"Riverport","Rentopia",9.3
1570,3,3,4,1,1490,"Terranova","Rentopia",2.3
1600,4,2,3,2,1410,"Riverport","Rentopia",3.7
2020,3,1,4,1,1150,"Blossomville","Leaseflow",3.7
3600,1,1,3,2,1658,"Riverport","Rentopia",5.3
2260,1,5,7,4,1202,"Terranova","Rentopia",6
1870,4,1,1,4,597,"Blossomville","Rentopia",6.5
2270,1,1,2,1,1274,"Blossomville","Leaseflow",1.7
4160,1,2,4,3,707,"Riverport","Rentopia",6.7
3130,2,5,5,1,2002,"Riverport","Rentopia",4
988,4,1,3,1,1445,"Riverport","Leaseflow",8.4
1880,3,2,4,2,1122,"Terranova","Leaseflow",2.1
3880,1,1,2,2,1234,"Riverport","Rentopia",4.1
2280,2,1,2,1,1843,"Blossomville","Leaseflow",1.9
4600,1,2,2,4,656,"Blossomville","Rentopia",4.1
1370,4,2,5,1,735,"Terranova","Rentopia",2.2
2210,1,1,1,1,1514,"Riverport","Leaseflow",6.8
1260,4,6,10,2,1322,"Blossomville","Rentopia",5.9
2420,1,1,1,1,2202,"Blossomville","Rentopia",0.7
3280,1,1,2,2,1174,"Terranova","Leaseflow",3.7
589,4,1,3,1,1579,"Blossomville","Leaseflow",6.5
2890,1,4,4,1,1922,"Blossomville","Rentopia",0.6
1960,1,4,5,1,2943,"Riverport","Rentopia",3.5
1240,3,1,3,1,1344,"Terranova","Leaseflow",9
1040,2,2,4,1,2259,"Riverport","Rentopia",7.7
2510,1,1,2,1,1613,"Blossomville","Rentopia",1.1
2270,2,7,8,1,1824,"Terranova","Leaseflow",2.7
2090,4,3,5,1,1310,"Blossomville","Leaseflow",1.6
2200,1,2,4,1,718,"Terranova","Rentopia",3.7
889,1,2,2,2,1886,"Terranova","Rentopia",3
2300,1,3,5,1,1404,"Blossomville","Rentopia",4.4
2030,3,1,2,1,2861,"Riverport","Rentopia",4.4
3480,1,2,3,3,977,"Blossomville","Leaseflow",3.6
1920,1,1,2,1,657,"Terranova","Leaseflow",3
2140,2,1,2,2,1207,"Blossomville","Rentopia",2.9
727,2,2,5,1,634,"Terranova","Rentopia",3.9
2120,1,4,9,1,1010,"Riverport","Rentopia",0.6
2150,4,2,2,1,964,"Blossomville","Leaseflow",2.6
3060,1,1,2,1,997,"Riverport","Leaseflow",4.3
980,3,1,1,1,1200,"Terranova","Leaseflow",6.8
2570,4,3,5,2,873,"Riverport","Leaseflow",4
2610,1,8,9,1,1409,"Terranova","Rentopia",2.1
2600,4,7,7,1,668,"Blossomville","Rentopia",0
2170,2,2,4,1,781,"Terranova","Rentopia",6.9
2450,1,1,2,4,1408,"Blossomville","Leaseflow",13.7
1630,2,3,5,1,1177,"Terranova","Leaseflow",1.7
5550,1,9,9,4,945,"Blossomville","Rentopia",5.4
1670,4,1,2,1,2130,"Terranova","Rentopia",1.4
1480,4,3,4,3,663,"Terranova","Leaseflow",2.4
1600,3,3,3,1,723,"Terranova","Rentopia",5.6
7480,1,1,2,4,1807,"Blossomville","Leaseflow",2.4
4330,1,1,2,3,640,"Riverport","Rentopia",1.1
1900,1,3,6,2,847,"Terranova","Rentopia",2.7
2410,1,1,4,4,912,"Terranova","Rentopia",7.6
1210,2,1,2,2,1293,"Terranova","Rentopia",1.3
749,2,3,3,2,1256,"Terranova","Rentopia",15.1
2970,1,2,6,1,1255,"Blossomville","Rentopia",3.6
2530,1,1,2,1,634,"Terranova","Rentopia",0.9
1230,4,1,6,1,1122,"Terranova","Rentopia",3.1
1630,4,3,4,2,1170,"Terranova","Leaseflow",6
4220,1,2,3,4,708,"Terranova","Leaseflow",3.6
1990,1,1,2,1,2499,"Blossomville","Rentopia",3.6
1890,1,4,5,2,651,"Terranova","Leaseflow",1
2060,4,1,2,1,1413,"Blossomville","Rentopia",0.7
1370,4,3,4,1,1790,"Riverport","Rentopia",5.6
2090,1,1,2,1,2158,"Terranova","Leaseflow",7.7
3230,1,1,3,1,1640,"Blossomville","Rentopia",0.4
3140,1,1,3,2,1255,"Terranova","Rentopia",5
2440,1,5,6,1,2756,"Riverport","Rentopia",6.5
1310,3,2,4,1,628,"Blossomville","Leaseflow",5.3
899,3,3,4,1,2005,"Blossomville","Leaseflow",2.8
1640,4,1,5,1,1241,"Blossomville","Rentopia",1.8
4300,1,4,4,2,2195,"Terranova","Rentopia",9.3
814,2,2,2,2,1024,"Terranova","Rentopia",6.5
1350,4,1,2,1,628,"Riverport","Leaseflow",3.6
2890,2,1,2,3,604,"Riverport","Rentopia",1.3
1740,4,4,5,1,536,"Riverport","Rentopia",5.5
1280,1,3,4,1,1124,"Terranova","Rentopia",9
1760,3,3,5,1,1771,"Terranova","Rentopia",1.9
2690,2,1,4,1,1262,"Riverport","Leaseflow",1
2690,3,1,1,3,638,"Riverport","Rentopia",2.5
4040,1,3,5,3,910,"Riverport","Rentopia",0.2
515,4,1,2,1,1478,"Blossomville","Leaseflow",10.3
